Date,series1,series2,series3,series4,name,name_x,name_y
4/1/2016,0.628,,,,,,
5/1/2016,0.626,,,,,,
6/1/2016,0.627,,,,,,
7/1/2016,0.628,,,,,,
8/1/2016,0.628,,,,,,
9/1/2016,0.629,,,,,,
10/1/2016,0.628,,,,,,
11/1/2016,0.627,,,,,,
12/1/2016,0.627,,,,,,
1/1/2017,0.629,,,,,,
2/1/2017,0.629,,,,,,
3/1/2017,0.630,,,,,,
4/1/2017,0.629,,,,,,
5/1/2017,0.627,,,,,,
6/1/2017,0.628,,,,,,
7/1/2017,0.629,,,,,,
8/1/2017,0.629,,,,,,
9/1/2017,0.630,,,,,,
10/1/2017,0.627,,,,,,
11/1/2017,0.627,,,,,,
12/1/2017,0.627,,,,,,
